monastery,location,wikidata_entry
"Augustinerchorherrenstift St. Maria Magdalena, (Groß-)Frankenthal",Point(8.355078 49.535369),http://www.wikidata.org/entity/Q28978049
"Augustinerchorherrenstift St. Maria, Hane, später Prämonstratenserinnenstift",Point(8.014017 49.643878),http://www.wikidata.org/entity/Q17319117
Ehemaliges Kloster der Augustinereremiten,Point(10.429783 48.572119),http://www.wikidata.org/entity/Q41315703
Gartenpavillon des ehemaligen Augustinerklosters,Point(9.92773 49.79043),http://www.wikidata.org/entity/Q41312908
Augustinereremitenkloster Helmstedt,Point(11.010138 52.227617),http://www.wikidata.org/entity/Q28977482
Augustinerinnenkloster Urach,Point(9.3958103 48.49284218),http://www.wikidata.org/entity/Q28977414
"Augustinerchorherrenstift Hedersleben, zuvor Benediktinerinnenkloster",Point(11.6505 51.54317),http://www.wikidata.org/entity/Q28977462
"Augustinerchorfrauenstift Marienbeek, Badersleben",Point(10.885107 51.982744),http://www.wikidata.org/entity/Q28977461
Augustinerchorherrenstift Volkhardinghausen,Point(9.054243181 51.32494937),http://www.wikidata.org/entity/Q28977530
Augustinerkloster Wollmatingen,Point(9.14636538 47.69245809),http://www.wikidata.org/entity/Q28977437
Augustinerchorfrauenstift Wannental,Point(8.924514 48.238549),http://www.wikidata.org/entity/Q28977399
"Augustinerchorherrenstift, später Kollegiatstift St. Maria, Flonheim",Point(8.0366 49.786179),http://www.wikidata.org/entity/Q28977544
Augustinereremitenkloster Uttenweiler,Point(9.61252446 48.14933447),http://www.wikidata.org/entity/Q28977832
"Augustinerinnenkloster Mariastede, Hessisch Oldendorf",Point(9.25083 52.16867),http://www.wikidata.org/entity/Q28977845
Augustinereremitenkloster Gartz/Oder,Point(14.388207 53.207702),http://www.wikidata.org/entity/Q28977774
Augustinereremitenkloster Wittenberg,Point(12.6525 51.864167),http://www.wikidata.org/entity/Q28977812
Augustinereremitenkloster Zerbst,Point(12.08517 51.9675),http://www.wikidata.org/entity/Q28977825
Augustinerchorfrauenstift Peternach bei Boppard,Point(7.592679262 50.256699356),http://www.wikidata.org/entity/Q99020849
Augustinerinnenkloster Klosterhof 8; Klosterhof 10; Klosterhof 12 in Eichstätt (D-1-76-123-320#4),Point(11.162962275 48.892908735),http://www.wikidata.org/entity/Q98743116
Augustiner Klosterkirche,Point(10.41878 49.50287),http://www.wikidata.org/entity/Q41343974
"Ehemaliges Augustinerinnenkloster, dann Amtshaus und Bezirksamt",Point(10.9698 49.02916),http://www.wikidata.org/entity/Q41325146
Wirtschaftsgebäude des ehemaligen Augustinerklosters,Point(10.345189787 49.710298524),http://www.wikidata.org/entity/Q41351351
"Ehemalige Kelterhalle des Augustinerklosters, dann ehemaliger Bierkeller",Point(10.19427 50.24968),http://www.wikidata.org/entity/Q41336223
"Kloster, ehemalige Augustinereremiten-Klosterkirche",Point(10.971299091 48.933992122),http://www.wikidata.org/entity/Q41364445
"Ehemaliges Pröpstinnenhaus des ehemaligen Augustinerinnenklosters Pillenreuth, später Gaststätte Zum Klösterle",Point(11.07834 49.37963),http://www.wikidata.org/entity/Q41411317
Ehemalige Mühle des Augustinerklosters Schönthal,Point(12.630081 49.357939),http://www.wikidata.org/entity/Q41408052
Ehemalige Klostermauern des ehemaligen Augustinerinnenklosters Pillenreuth,Point(11.07923 49.37939),http://www.wikidata.org/entity/Q41411312
"Ehemaliger Klosterbauernhof des ehemaligen Augustinerinnenklosters Pillenreuth, Wohnstallhaus",Point(11.07819 49.37896),http://www.wikidata.org/entity/Q41411314
Kirchenmauerreste der ehemaligen Augustinerinnenklosterkirche Pillenreuth,Point(11.07817 49.37921),http://www.wikidata.org/entity/Q41411316
Augustinerkloster Wittenberg,Point(12.6525 51.864194444),http://www.wikidata.org/entity/Q55519520
"Wilhelmiten-, dann Augustinereremitenkloster Lippehne (Lipiany), Polen",Point(14.968622 53.002983),http://www.wikidata.org/entity/Q55518047
"Augustinerchorherrenstift Heilig Kreuz, Augsburg",Point(10.891555555 48.371111111),http://www.wikidata.org/entity/Q60845729
Augustinerkloster Rößel,Point(21.14756 54.04918),http://www.wikidata.org/entity/Q55519001
Augustinerkloster Zerbst,Point(12.07961 51.968618),http://www.wikidata.org/entity/Q55520153
Augustinerkloster Eschwege,Point(10.056169 51.185373),http://www.wikidata.org/entity/Q57959647
"Prämonstratenserinnenstift, vorher Augustinerinnenkloster Marienstern, Essig (Kloster Maria Stern)",Point(6.885834 50.657383),http://www.wikidata.org/entity/Q25089694
Augustinerchorfrauenstift Marienborn,Point(11.10824 52.19701),http://www.wikidata.org/entity/Q22692612
"Augustinerinnenkloster St. Barbara, Koblenz",Point(7.585201263 50.354716222),http://www.wikidata.org/entity/Q107759624
"Cäcilienkonvent Kalkar (Schwestern vom gemeinsamen Leben, später Augustineremitinnen)",Point(6.291533468 51.740262076),http://www.wikidata.org/entity/Q107760404
Augustinereremitenkloster Nordhausen,Point(10.793043593 51.497935553),http://www.wikidata.org/entity/Q107759597
Augustinerinnenhaus Naumburg (Hessen),Point(9.164456905 51.24715841),http://www.wikidata.org/entity/Q107759615
"Augustinereremitinnenkloster Großer Konvent, Kalkar",Point(6.29231258 51.740429811),http://www.wikidata.org/entity/Q107759609
Augustinerinnenkloster Kamp,Point(7.614222 50.229806),http://www.wikidata.org/entity/Q107759621
Augustinereremitenkloster Langensalza,Point(10.64327 51.10897),http://www.wikidata.org/entity/Q107759593
"Bruderhaus, später Reguliertes Schwesternhaus (Augustinerinnenkloster), dann Franziskanertertiarinnen-Konvent Trombach",Point(7.7996 49.794111),http://www.wikidata.org/entity/Q107760401
Augustinereremitenkloster Worms,Point(8.364927 49.628565),http://www.wikidata.org/entity/Q107759606
Augustinereremitenkloster Eschwege,Point(10.05576477 51.18504118),http://www.wikidata.org/entity/Q107759583
Augustinereremitenkloster Ehrenbreitstein (Koblenz),Point(7.613444 50.359722),http://www.wikidata.org/entity/Q107759581
"Zisterzienserinnenkloster, später Augustinerchorfrauenstift St. Agnes, Mainz",Point(8.268933 49.99763),http://www.wikidata.org/entity/Q107758325
"Augustinereremitinnenkloster St. Agnes und Cäcilia, Straelen",Point(6.259666666 51.440666666),http://www.wikidata.org/entity/Q107759612
"Augustinerinnen-, später Benediktinerinnenkloster St. Agatha, Köln",Point(6.956108698 50.936995041),http://www.wikidata.org/entity/Q107759614
Augustinereremitenkloster Friedberg,Point(8.75588515 50.33867385),http://www.wikidata.org/entity/Q107759584
Augustinerchorfrauenstift Schönstatt,Point(7.626660969 50.402718918),http://www.wikidata.org/entity/Q107757115
Augustinerpriorat Marienthal,Point(7.947011758 50.01081337),http://www.wikidata.org/entity/Q107759631
Augustinereremitenkloster Neustadt an der Orla,Point(11.74841 50.73518),http://www.wikidata.org/entity/Q107759596
Augustinereremitenkloster Wallerfangen,Point(6.714572 49.329545),http://www.wikidata.org/entity/Q107759604
Augustinerinnenkloster (Martinsklause) Cochem,Point(7.16600752 50.145978362),http://www.wikidata.org/entity/Q107759618
Augustinereremitenkloster Grimma,Point(12.73053 51.23532),http://www.wikidata.org/entity/Q107759587
Augustinereremitenkloster Waldheim,Point(13.02798 51.07295),http://www.wikidata.org/entity/Q107759603
Augustinereremitenkloster Trier,Point(6.633384 49.752481),http://www.wikidata.org/entity/Q107759602
Augustinerkloster Kulmbach,Point(11.455025 50.108343),http://www.wikidata.org/entity/Q107759628
"Augustinereremitenkloster Wigbertihof, Erfurt",Point(11.030556 50.974444),http://www.wikidata.org/entity/Q107759605
"Augustinerinnenkloster St. Georg im Vogelsang, Koblenz (zuvor Beginen, dann Franziskanerinnen)",Point(7.602474 50.358609),http://www.wikidata.org/entity/Q107759626
Augustinereremitenkloster Schmalkalden,Point(10.4505 50.72356),http://www.wikidata.org/entity/Q107759599
Augustinereremitinnenkloster Immenhausen (Marienhof Immenhausen),Point(9.482335915 51.42808863),http://www.wikidata.org/entity/Q107759610
Augustinereremitenkloster Hillesheim,Point(6.6703925 50.2915066),http://www.wikidata.org/entity/Q107759589
Augustinerinnenhaus Volkmarsen,Point(9.114169451 51.41244367),http://www.wikidata.org/entity/Q107759617
Augustinereremitenkloster Mainz,Point(8.274752 49.997119),http://www.wikidata.org/entity/Q107759595
Augustinerchorfrauenstift Höhnscheid,Point(9.109542727 51.28123552),http://www.wikidata.org/entity/Q99023024
"Augustinerinnenklause St. Reinold, Köln",Point(6.944747529 50.935149726),http://www.wikidata.org/entity/Q99373595
Augustinerkloster Messelhausen,Point(9.788 49.57625),http://www.wikidata.org/entity/Q99176587
Augustinerchorfrauenstift Lemgo,Point(8.9015 52.024166666),http://www.wikidata.org/entity/Q99308323
"Augustinerchorfrauenstift (Welschnonnen), Trier",Point(6.6454803 49.7559906),http://www.wikidata.org/entity/Q99524986
Augustinereremitenkloster St. Augustinus Köln,Point(6.956324385 50.935638342),http://www.wikidata.org/entity/Q99527520
"Ehemalige Klosterkirche der Augustinereremiten (bauliche verbunden mit dem Gymnasium St. Augustin, Klosterstraße 1), weiterhin Einfriedung und Grabplatten sowie Glocke von 1491 (heute im Kreismuseum) Klosterstraße -",Point(12.730067606 51.235125917),http://www.wikidata.org/entity/Q49568160
Augustinerkloster Landsberg,Point(15.232999 52.731069),http://www.wikidata.org/entity/Q49304877
Augustinerchorherren oder -frauen Rottenmann,Point(14.35837 47.5244),http://www.wikidata.org/entity/Q107804917
Augustinereremitenkloster Gotha,Point(10.699252173 50.947517693),http://www.wikidata.org/entity/Q97353571
Augustinereremitenkloster Himmelpforten,Point(10.741666666 51.829722222),http://www.wikidata.org/entity/Q97097448
Augustinerchorfrauenstift Frankenberg,Point(8.800441469 51.05765051),http://www.wikidata.org/entity/Q97097413
Augustinerchorfrauenstift Marienthal an der Ahr,Point(7.057657 50.536462),http://www.wikidata.org/entity/Q97071388
"Augustinerchorherrenstift, dann Kollegiatstift St. Clemens, Mayen",Point(7.223178 50.329886),http://www.wikidata.org/entity/Q97540032
"Augustinerchorherrenstift St. Georg, Augsburg",Point(10.8927 48.3763),http://www.wikidata.org/entity/Q97385358
Augustinerchorherrenstift Ammendorf,Point(11.984666666 51.422833333),http://www.wikidata.org/entity/Q78782437
Augustinerchorherrenstift St. Peter auf dem Petersberg (auch: Kloster auf dem Stromberg),Point(7.20929 50.68611),http://www.wikidata.org/entity/Q97097392
Augustinerchorfrauenstift Brehna,Point(12.213063 51.55742),http://www.wikidata.org/entity/Q78782484
"Benediktinerinnenkloster, später Augustinerchorfrauenstift St. Gangolf, Münchenlohra",Point(10.661178 51.421347),http://www.wikidata.org/entity/Q97538183
Detmolder Augustinerkanonissen-Kloster,Point(8.880595 51.9343),http://www.wikidata.org/entity/Q108810794
Ehemaliges Konventsgebäude des Augustinerchorherrenstifts,Point(10.34466 49.71019),http://www.wikidata.org/entity/Q41351357
