monastery,location,wikidata_entry
Benediktinerinnenkloster Himmelau (bei Gelnhausen),Point(9.206312 50.202782),http://www.wikidata.org/entity/Q28977507
Benediktinerpropstei Jesingen,Point(9.48935812 48.63909038),http://www.wikidata.org/entity/Q28977406
"Frauenstift St. Marien Überwasser, Münster, später Benediktinerinnen",Point(7.6225 51.964167),http://www.wikidata.org/entity/Q28978929
Benediktinerkloster Ratzeburg,Point(10.754 53.701),http://www.wikidata.org/entity/Q28979090
Benediktinerpropstei Grafenhausen,Point(8.26116905 47.77518953),http://www.wikidata.org/entity/Q28977240
Benediktinerinnenkloster Krevese,Point(11.690903 52.810124),http://www.wikidata.org/entity/Q28979437
Benediktinerinnenkloster Nendorf,Point(8.985957 52.501024),http://www.wikidata.org/entity/Q28979286
"Kanonissenstift, später Benediktinerinnenkloster Eschwege",Point(10.05837187 51.18833453),http://www.wikidata.org/entity/Q28979508
Benediktinerinnenkloster Hemmingstedt,Point(9.073187 54.146015),http://www.wikidata.org/entity/Q28978945
"Benediktinerkloster St. Peter, Erfurt (zuvor Kollegiatstift)",Point(11.020556 50.978611),http://www.wikidata.org/entity/Q28979504
Benediktinerinnenkloster Mariaberg,Point(9.21412959 48.2767197),http://www.wikidata.org/entity/Q28977217
"Benediktinerkloster, dann Kollegiatstift Großburschla",Point(10.17458 51.136327),http://www.wikidata.org/entity/Q28979512
"Benediktiner-Doppelkloster Seem, Dänemark",Point(8.849334 55.306554),http://www.wikidata.org/entity/Q28979046
Benediktinerkloster Lenzen,Point(11.4715 53.091166666),http://www.wikidata.org/entity/Q28979449
Benediktinerinnenkloster Guben,Point(14.719598 51.952359),http://www.wikidata.org/entity/Q28979411
"Benediktinerinnenkloster St. Marien, Gandersheim",Point(10.02835 51.869186),http://www.wikidata.org/entity/Q28979227
Benediktinerkloster Schleswig,Point(9.565854258 54.518205229),http://www.wikidata.org/entity/Q28979081
Benediktinerpropstei Rötsee,Point(9.91939139 47.82347798),http://www.wikidata.org/entity/Q28977382
Benediktinerpropstei Gurtweil,Point(8.24766881 47.64251084),http://www.wikidata.org/entity/Q28977317
Benediktinerpropstei Bissingen,Point(9.49099723 48.59970461),http://www.wikidata.org/entity/Q28977320
Benediktinerinnenkloster Rohrdorf,Point(10.0794965 47.72584642),http://www.wikidata.org/entity/Q28977296
"Benediktinerkloster, später Zisterzienserinnenabtei Kirchbach",Point(8.96055188 49.01817924),http://www.wikidata.org/entity/Q28977369
Benediktinerkloster (?) Altshausen,Point(9.53886784 47.9351717),http://www.wikidata.org/entity/Q28977336
Benediktinerpropstei Sölden,Point(7.8108715 47.9330229),http://www.wikidata.org/entity/Q28977262
Benediktinerpropstei Krozingen,Point(7.69746507 47.91529824),http://www.wikidata.org/entity/Q28977318
Benediktinerinnenkloster (?) Kentheim,Point(8.7306784 48.69517729),http://www.wikidata.org/entity/Q28977297
Benediktinerpropstei Kohlberg,Point(9.33778432 48.55826994),http://www.wikidata.org/entity/Q28977370
Benediktinerinnenabtei Herdecke,Point(7.43191 51.4002),http://www.wikidata.org/entity/Q2348606
Benediktinerinnenkloster Thulba,Point(9.92045 50.179234),http://www.wikidata.org/entity/Q15644635
Benediktinerinnenkloster Eldena,Point(11.4275 53.228056),http://www.wikidata.org/entity/Q15117185
"Benediktinerkloster St. Michael, Klingenmünster, später Kollegiatstift",Point(8.0193 49.1397),http://www.wikidata.org/entity/Q15126002
"Benediktinerkloster St. Stephan, Würzburg",Point(9.9348 49.7895),http://www.wikidata.org/entity/Q28978865
Benediktinerkloster Wülzburg,Point(11.0053 49.0256),http://www.wikidata.org/entity/Q28978856
"Benediktinerinnenkloster auf dem Lilienberg (Au), München",Point(11.588877 48.131368),http://www.wikidata.org/entity/Q28978886
Benediktinerkloster Marsberg,Point(8.852222 51.452778),http://www.wikidata.org/entity/Q28978912
Benediktinerinnenkloster Sitzenkirch,Point(7.6728883 47.73658335),http://www.wikidata.org/entity/Q28977046
Benediktinerkloster (?) Altenburg,Point(9.18614253 48.54467708),http://www.wikidata.org/entity/Q28977066
"Benediktinerabtei St. Georg, Villingen",Point(8.456371067 48.061188795),http://www.wikidata.org/entity/Q28976993
Benediktinerpropstei Bürgeln,Point(7.67791087 47.74990775),http://www.wikidata.org/entity/Q28977049
Benediktinerpropstei Neuenzell/Unteribach,Point(8.07194234 47.7303301),http://www.wikidata.org/entity/Q28977055
"Zisterzienserinnen-, zuvor Benediktinerinnenkloster St. Laurentius, Magdeburg",Point(11.63735 52.14277),http://www.wikidata.org/entity/Q29777434
Benediktinerniederlassung Tuniberg/Rimsingen,Point(7.68858096 48.00423654),http://www.wikidata.org/entity/Q28976960
Benediktinerniederlassung Zell,Point(9.50185617 48.20331896),http://www.wikidata.org/entity/Q28976964
Benediktinerinnenkloster Sulzburg,Point(7.71046015 47.84128941),http://www.wikidata.org/entity/Q28976943
Schmiede des ehemaligen Benediktinerklosters Oberalteich,Point(12.66723 48.91794),http://www.wikidata.org/entity/Q41406284
Ökonomiegebäude des ehemaligen Benediktinerklosters Oberalteich,Point(12.66648 48.918),http://www.wikidata.org/entity/Q41406277
"Ehemaliges Schloss der Karg von Bebenburg, jetzt Benediktinerinnen-Kloster Mariae Frieden",Point(10.97604 50.0129),http://www.wikidata.org/entity/Q41397563
"Katholische Pfarrkirche St. Peter und Paul, ehemalige Benediktinerklosterkirche",Point(12.66681 48.91674),http://www.wikidata.org/entity/Q41406280
Seniorat des ehemaligen Benediktinerklosters Oberalteich,Point(12.66678 48.9176),http://www.wikidata.org/entity/Q41406282
Ehemalige katholische Pfarr- und spätere Benediktinerinnen-Klosterkirche Mater Dolorosa,Point(13.19413 48.58245),http://www.wikidata.org/entity/Q41405503
"Zisterzienserinnenkloster Paderborn, später Benediktinerinnen, gen. Gaukirchkloster",Point(8.7563 51.71819),http://www.wikidata.org/entity/Q28982039
Benediktinerabtei Steina,Point(9.931486 51.626149),http://www.wikidata.org/entity/Q28980712
Benediktinerinnenkloster Osterholz-Scharmbeck,Point(8.8125 53.224167),http://www.wikidata.org/entity/Q28980401
Benediktinerinnenkloster Ullenhausen,Point(9.099494 52.042114),http://www.wikidata.org/entity/Q28982504
"Benediktinerinnenkloster Hagenbusch, Xanten",Point(6.444722 51.658333),http://www.wikidata.org/entity/Q28977755
Benediktinerkloster Chemnitz,Point(12.915061 50.845395),http://www.wikidata.org/entity/Q28977848
Benediktinerinnenkloster Buxtehude-Altkloster (Oldenkloster),Point(9.691006 53.465986),http://www.wikidata.org/entity/Q28977829
Benediktinerkloster Ober-Werbe,Point(8.982697 51.226722),http://www.wikidata.org/entity/Q28977784
"Kollegiatstift St. Pauli, Bremen, später Benediktinerkloster",Point(8.80533 53.07283),http://www.wikidata.org/entity/Q28977807
"Benediktinerinnenkloster Marienpforte, Flieth",Point(13.813264048 53.162212243),http://www.wikidata.org/entity/Q28977772
"Benediktinerkloster St. Peter und Paul, Altenburg/Merseburg",Point(11.98833 51.355),http://www.wikidata.org/entity/Q28977584
Benediktinerinnenkloster Neukloster bei Buxtehude,Point(9.633215 53.482744),http://www.wikidata.org/entity/Q28977572
"Benediktinerinnenkloster St. Georg, Leipzig",Point(12.37224 51.33504),http://www.wikidata.org/entity/Q28977790
Benediktinerkloster Reinhardsbrunn,Point(10.5575 50.868333),http://www.wikidata.org/entity/Q28977765
Magdalenerinnen-/Benediktinerinnenkloster Prenzlau,Point(13.850999 53.310328),http://www.wikidata.org/entity/Q28977800
"Benediktinerinnenkloster Burlage, später Damenstift",Point(8.378973 52.508125),http://www.wikidata.org/entity/Q28977788
Benediktinerkloster (Bad) Iburg,Point(8.041806 52.157917),http://www.wikidata.org/entity/Q28977576
Benediktinerkloster Oldisleben,Point(11.172222 51.308889),http://www.wikidata.org/entity/Q28977786
"Benediktinerkloster Johannisberg, Geisenheim",Point(7.983786 49.999664),http://www.wikidata.org/entity/Q28977633
"Benediktiner-, später Paulinerkloster Langnau",Point(9.65764916 47.6267065),http://www.wikidata.org/entity/Q28977179
Benediktinerkloster (?) Egelsee,Point(9.60037844 48.49736951),http://www.wikidata.org/entity/Q28977158
Benediktinerpropstei Mochental,Point(9.60473276 48.26489476),http://www.wikidata.org/entity/Q28977155
Benediktinerkloster (?) Ensmad,Point(9.34399919 48.19378311),http://www.wikidata.org/entity/Q28977163
Benediktinerkloster (?) Königseggwald,Point(9.42184988 47.92954608),http://www.wikidata.org/entity/Q28977191
Benediktinerabtei Langenau,Point(10.12081519 48.49646099),http://www.wikidata.org/entity/Q28977159
Benediktinerpropstei Hindebach,Point(9.00574259 48.53304792),http://www.wikidata.org/entity/Q28977088
Benediktiner und Benediktinerinnenkloster Bickelsberg,Point(8.69796786 48.29127402),http://www.wikidata.org/entity/Q28977129
"Benediktinerkloster St. Jakob, Erfurt",Point(11.032778 50.979722),http://www.wikidata.org/entity/Q28977935
Benediktinerinnenkloster Veilsdorf (später Benediktinerkloster),Point(10.818068 50.417116),http://www.wikidata.org/entity/Q28977936
"Benediktinerpropstei St. Martin, Grünstadt",Point(8.166145 49.562975),http://www.wikidata.org/entity/Q28977930
"Benediktinerinnenkloster, später Cölestinerpriorat Schönfeld, Bad Dürkheim",Point(8.174528 49.465446),http://www.wikidata.org/entity/Q28977945
"Benediktinerkloster, später Kollegiatstift St. Bonifatius, Hameln",Point(9.354391 52.101721),http://www.wikidata.org/entity/Q28977893
Benediktinerkloster Baugulfsmünster (Wolfsmünster),Point(9.73717 50.12033),http://www.wikidata.org/entity/Q28977937
Benediktinerkloster Creuzburg (Werra),Point(10.24 51.05217),http://www.wikidata.org/entity/Q28977932
"Benediktinerinnenkloster Neumünster, Ottweiler",Point(7.169815 49.402158),http://www.wikidata.org/entity/Q28977943
"Benediktinerkloster, später Kollegiatstift St. Cyriakus, Wiesensteig",Point(9.6259753 48.56181936),http://www.wikidata.org/entity/Q28976673
Benediktinerpropstei Nußbaum,Point(9.22507879 49.2863696),http://www.wikidata.org/entity/Q28976719
"Benediktinerkloster St. Jakob zu den Schotten, Konstanz",Point(9.17384058 47.66651665),http://www.wikidata.org/entity/Q28976760
Benediktinerpropstei Schriesheim,Point(8.66435347 49.47591357),http://www.wikidata.org/entity/Q28976743
"Benediktinerkloster, später Kollegiatstift Faurndau",Point(9.61417407 48.70690734),http://www.wikidata.org/entity/Q28976671
Benediktinerpropstei St. Ilgen,Point(8.67295215 49.33631979),http://www.wikidata.org/entity/Q28976738
Benediktinerpropstei Nellingen,Point(9.29818804 48.71021046),http://www.wikidata.org/entity/Q28976666
Benediktinerkloster Weilheim,Point(9.53767175 48.61569169),http://www.wikidata.org/entity/Q28976667
Benediktinerpropstei Wiesenbach,Point(8.80939664 49.3595888),http://www.wikidata.org/entity/Q28976739
Benediktinerinnenkloster Niederprüm,Point(6.412061 50.196361),http://www.wikidata.org/entity/Q28978114
Benediktinerpropstei Taben,Point(6.5976 49.546751),http://www.wikidata.org/entity/Q28978135
"Benediktinerinnenkloster St. Anna und Joachim, Aachen",Point(6.081143 50.773029),http://www.wikidata.org/entity/Q28978210
"Benediktinerkloster St. Gangolph, Münsterappel",Point(7.877253 49.735142),http://www.wikidata.org/entity/Q28978107
"Benediktinerinnenkloster St. Nikomedes, Mainz",Point(8.275317 49.990622),http://www.wikidata.org/entity/Q28978093
Benediktinerkloster Jadele,Point(8.1355 53.39233),http://www.wikidata.org/entity/Q28978163
"Benediktiner-, später Zisterzienserinnekloster Mariacron, Oppenheim",Point(8.320833 49.704181),http://www.wikidata.org/entity/Q28978125
Benediktinerinnenkloster Heiligenrode (zeitweilig Doppelkloster),Point(8.706639 52.983056),http://www.wikidata.org/entity/Q28978148
"Benediktinerinnenkloster Seligenstatt, Seck",Point(8.041863 50.581929),http://www.wikidata.org/entity/Q28978131
"Benediktinerinnenkloster St. Irminen, Trier(-Oeren)",Point(6.630301 49.757011),http://www.wikidata.org/entity/Q28978138
"Benediktinerinnenkloster Rolandswerth/Nonnenwerth, Remagen",Point(7.209755 50.63972),http://www.wikidata.org/entity/Q28978117
Benediktinerpropstei Offenbach am Glan,Point(7.550278 49.624444),http://www.wikidata.org/entity/Q28978122
Benediktinerkloster Sponheim,Point(7.725121378 49.845662572),http://www.wikidata.org/entity/Q28978132
"Benediktinerinnenkloster Hausen, Bad Dürkheim",Point(8.141623 49.45858),http://www.wikidata.org/entity/Q28978061
Benediktinerpropstei Schwabenheim an der Selz,Point(8.090014457 49.926803449),http://www.wikidata.org/entity/Q28978130
"Evangelisch-lutherische Pfarrkirche, ehemalige Benediktinerklosterkirche Sankt Peter und Paul",Point(10.82224 49.57421),http://www.wikidata.org/entity/Q41389006
"Benediktinerinnenkloster Dietkirchen, Bonn",Point(7.092 50.7265),http://www.wikidata.org/entity/Q28978249
Benediktinerkloster Eilversdorf (Marienzell),Point(11.53683 51.374),http://www.wikidata.org/entity/Q16064087
Benediktinerinnenkloster Bergen,Point(11.14208333 48.78420278),http://www.wikidata.org/entity/Q15982673
Benediktinerabtei Zellerfeld,Point(10.3373859 51.8153578),http://www.wikidata.org/entity/Q16832580
Benediktinerkloster Seligenstadt,Point(8.978781 50.042933),http://www.wikidata.org/entity/Q16068836
"Benediktinerinnenkloster St. Symphorian, Trier",Point(6.634225706 49.763626027),http://www.wikidata.org/entity/Q15823912
"Benediktinerkloster St. Peter, Hornbach",Point(7.369601 49.186927),http://www.wikidata.org/entity/Q15823898
Benediktinerinnenkloster Heusdorf,Point(11.5366426 51.0345202),http://www.wikidata.org/entity/Q15823896
"Benediktinerinnenkloster, später Kanonissenstift Kaufungen",Point(9.633904904 51.27992776),http://www.wikidata.org/entity/Q28979514
"Benediktinerkloster St. Michael, Ohrdruf",Point(10.734679 50.828567),http://www.wikidata.org/entity/Q28979526
Benediktinerkloster Herrenbreitungen,Point(10.338727 50.75935),http://www.wikidata.org/entity/Q28979513
"Kanonissenstift, später Benediktinerabtei Oldenstadt",Point(10.590083 52.971972),http://www.wikidata.org/entity/Q28979528
Benediktinerkloster Visbek,Point(8.310128 52.83659),http://www.wikidata.org/entity/Q28979549
Benediktinerkloster Meppen,Point(7.289 52.6895),http://www.wikidata.org/entity/Q28979521
"Benediktinerkloster St. Michael, Lüneburg",Point(10.401194 53.249378),http://www.wikidata.org/entity/Q28979517
"Kollegiatstift Pöhlde, später Benediktiner, dann Prämonstratenser",Point(10.309129 51.613275),http://www.wikidata.org/entity/Q28979532
Benediktinerinnenkloster Kochel,Point(11.368 47.655),http://www.wikidata.org/entity/Q20180527
"Benediktinerinnenkloster Seebach, Bad Dürkheim",Point(8.15777 49.45086),http://www.wikidata.org/entity/Q19862146
"Prämonstratenserinnenstift Lauffen, zuvor Benediktinerinnen und Dominikanerinnen",Point(9.15164705 49.07956315),http://www.wikidata.org/entity/Q24045713
Benediktinerpropstei Gutnau,Point(7.57214 47.794),http://www.wikidata.org/entity/Q22692609
Benediktinerinnenkloster Blankenau,Point(9.47157 50.54339),http://www.wikidata.org/entity/Q22231184
Benediktinerpropstei Istein,Point(7.53083333 47.66305556),http://www.wikidata.org/entity/Q23787481
Benediktinerpropstei Schkölen,Point(11.8205 51.039333333),http://www.wikidata.org/entity/Q28976542
Benediktinerkloster Arneburg,Point(12.007876 52.672933),http://www.wikidata.org/entity/Q28976602
Benediktinerkloster Wanlefsrode,Point(10.617 51.892),http://www.wikidata.org/entity/Q28976601
"Kanonissenstift Ringelheim, später Benediktiner",Point(10.31107 52.03507),http://www.wikidata.org/entity/Q28976586
"Benediktinerkloster Ballenstedt, zuvor Kollegiatstift",Point(11.218279 51.718667),http://www.wikidata.org/entity/Q28976616
Benediktinerinnenkloster Remse (Remisch),Point(12.564495 50.855054),http://www.wikidata.org/entity/Q28976546
Benediktinerpriorat Lissen bei Osterfeld,Point(11.922827 51.082481),http://www.wikidata.org/entity/Q28976543
"Benediktinerkloster St. Ägidien, Braunschweig",Point(10.525547 52.259559),http://www.wikidata.org/entity/Q28976589
"Benediktinerinnenkloster Alsleben, später Kollegiatstift",Point(11.68163 51.700719),http://www.wikidata.org/entity/Q28976615
Benediktinerkloster Neubokel,Point(10.47217 52.4885),http://www.wikidata.org/entity/Q28976581
Benediktinerinnenkloster Tauberbischofsheim,Point(9.66336 49.62217),http://www.wikidata.org/entity/Q28037567
"Benediktinerabtei St. Godehard, Hildesheim",Point(9.949224 52.144827),http://www.wikidata.org/entity/Q28976449
Benediktinerkloster Neustadt am Main,Point(9.57027778 49.93),http://www.wikidata.org/entity/Q24943861
Benediktinerkloster Neustadt am Main,Point(9.5703 49.9301),http://www.wikidata.org/entity/Q24943861
"Ehemaliges Klostergebäude, Rest des 1574 abgebrochenen Benediktinerinnenklosters, jetzt Pfarrzentrum und Jugendheim",Point(10.85727 48.84203),http://www.wikidata.org/entity/Q41338724
Benediktinerpropstei Lausick,Point(12.639333333 51.1405),http://www.wikidata.org/entity/Q99688578
Benediktinerpriorat Bleicherode,Point(10.57092 51.439364),http://www.wikidata.org/entity/Q99020585
"Ehemalige Benediktinerklosterkirche, jetzt katholische Stadtpfarrkirche St. Veit",Point(12.516921131 48.359218811),http://www.wikidata.org/entity/Q41286888
Ehemaliger Stadthof des Benediktinerinnenklosters Schmerlenbach,Point(9.14811 49.97311),http://www.wikidata.org/entity/Q41301241
"Konventbau des ehemaligen Benediktinerklosters,",Point(10.77386 48.71876),http://www.wikidata.org/entity/Q41315078
Kellergebäude eines Amtshofs des ehemaligen Benediktinerklosters Prüfening,Point(12.019631383 48.949213523),http://www.wikidata.org/entity/Q41309898
"Kilianeum, Internat, ehemaliges Benediktinerinnenkloster St. Afra, gegründet 1670, Umbau zum Internat im 19. Jahrhundert",Point(9.936574697 49.79003641),http://www.wikidata.org/entity/Q41313207
"Kloster Biburg der Benediktiner , der Jesuiten und der Deutsche Malteser|Malteser",Point(11.856470441 48.79236183),http://www.wikidata.org/entity/Q41232305
"Ehemaliges Benediktinerkloster, später Schloss Schloßberg 11; 12",Point(12.914945 50.845263),http://www.wikidata.org/entity/Q49334914
Ehemaliger Fischerhof des Benediktinerklosters Michaelsberg,Point(10.86414 49.90226),http://www.wikidata.org/entity/Q41427436
"Kollegiatstift, später Benediktinerkloster Groß St. Martin, Köln",Point(6.961667 50.938611),http://www.wikidata.org/entity/Q97765166
"Benediktinerkloster, dann Kollegiatstift St. Peter, Fritzlar",Point(9.274025 51.1308),http://www.wikidata.org/entity/Q97765523
Benediktinerabtei Schwarzach,Point(8.04609214 48.74626662),http://www.wikidata.org/entity/Q97596715
"""Benediktinerkloster Petersberg""",Point(9.711444 50.561528),http://www.wikidata.org/entity/Q97725238
"Benediktinerabtei St. Michael, Hildesheim",Point(9.943611 52.152778),http://www.wikidata.org/entity/Q97727118
"Benediktinerabtei St. Vitus, Gladbach",Point(6.431667 51.192361),http://www.wikidata.org/entity/Q97591026
Benediktinerinnenkloster Klosterwinkel 1 in Passau (D-2-62-000-266#2),Point(13.472437749 48.574297184),http://www.wikidata.org/entity/Q98697810
Benediktinerkloster Karthaus-Prüll in Regensburg (D-3-62-000-745#1),Point(12.088004252 49.000638081),http://www.wikidata.org/entity/Q98682851
Benediktinerinnenkloster Bräugasse 14 in Passau (D-2-62-000-266#1),Point(13.472745666 48.574251202),http://www.wikidata.org/entity/Q98697812
"Benediktinerinnenkloster St. Marien auf dem Münzenberg, Quedlinburg",Point(11.150166666 51.788),http://www.wikidata.org/entity/Q107760064
Benediktinerinnenkloster Erfurt,Point(11.007222 50.9675),http://www.wikidata.org/entity/Q107759886
"Benediktinerinnenpriorat St. Mauritius, Köln",Point(6.944668 50.933323),http://www.wikidata.org/entity/Q107760099
Benediktinerinnenkloster Riesa,Point(13.31351 51.30299),http://www.wikidata.org/entity/Q107760009
Benediktinerinnenkloster Bonnrode,Point(11.003137 51.3075),http://www.wikidata.org/entity/Q107759849
Benediktinerinnenkloster Kapelle,Point(11.032638 51.3113),http://www.wikidata.org/entity/Q107759965
Benediktinerinnenkloster Milz,Point(10.536666666 50.374333333),http://www.wikidata.org/entity/Q107759979
"Benediktinerkloster Altenmünster, Lorsch",Point(8.577505969 49.65645687),http://www.wikidata.org/entity/Q107760101
Benediktinerinnenkloster Döbeln,Point(13.12437 51.12464),http://www.wikidata.org/entity/Q107759860
Benediktinerinnenkloster Lindenau,Point(10.13896 50.708664),http://www.wikidata.org/entity/Q107759970
Benediktinerpropstei Oberpleis,Point(7.27881 50.71011),http://www.wikidata.org/entity/Q107760235
Benediktinerinnenkloster Gottsbüren,Point(9.50131187 51.57855278),http://www.wikidata.org/entity/Q107759940
Benediktinerinnenkloster Mallersdorf-Eitting,Point(12.330182001 48.814941867),http://www.wikidata.org/entity/Q107759972
"Augustinerinnen-, später Benediktinerinnenkloster St. Agatha, Köln",Point(6.956108698 50.936995041),http://www.wikidata.org/entity/Q107759614
Benediktinerinnenkloster Karlburg,Point(9.756833333 49.974),http://www.wikidata.org/entity/Q107759968
"Benediktinerpropstei St. Cyriacus, Overath",Point(7.28081 50.92343),http://www.wikidata.org/entity/Q107760261
Benediktinerpriorat Tüddern,Point(5.900744 51.011445),http://www.wikidata.org/entity/Q107760177
"Benediktinerinnenkloster Paradies, Heidingsfeld",Point(9.951369 49.764489),http://www.wikidata.org/entity/Q107759985
Benediktinerinnenkloster Zscheiplitz,Point(11.734695 51.213174),http://www.wikidata.org/entity/Q107760098
Benediktinerinnenkloster Eisenach,Point(10.326028 50.975944),http://www.wikidata.org/entity/Q107759876
Benediktinerpropstei St. German (Bobenthal),Point(7.899246 49.047033),http://www.wikidata.org/entity/Q107760276
Benediktinerpropstei Borna,Point(12.4925 51.122333333),http://www.wikidata.org/entity/Q107760182
"Benediktinerpriorat St. Stephan, Böckweiler",Point(7.291743 49.181777),http://www.wikidata.org/entity/Q107760172
Benediktinerpropstei Hirzenach,Point(7.64323 50.17754),http://www.wikidata.org/entity/Q107760193
"Benediktinerpropstei Michaelsberg, Fulda",Point(9.6721 50.5548),http://www.wikidata.org/entity/Q107760209
Benediktinerinnenkloster Walbeck,Point(11.469523823 51.666945918),http://www.wikidata.org/entity/Q107760096
Benediktinerpropstei Kesseling,Point(7.023571 50.481304),http://www.wikidata.org/entity/Q107760205
Benediktinerinnenkloster Beichlingen,Point(11.2545 51.226333333),http://www.wikidata.org/entity/Q107759843
Benediktinerinnenkloster Ottenhausen,Point(10.999094 51.213859),http://www.wikidata.org/entity/Q107759983
Benediktinerpriorat Millen,Point(5.880107 51.023433),http://www.wikidata.org/entity/Q107760163
Benediktinerpropstei Penig,Point(12.704 50.9335),http://www.wikidata.org/entity/Q107760248
Benediktinerkloster Engelbrechtsmünster,Point(11.634833333 48.689833333),http://www.wikidata.org/entity/Q107760102
Benediktinerinnenkloster Gotthardsberg,Point(9.213087 49.65477),http://www.wikidata.org/entity/Q107759926
"Benediktinerinnenkloster St. Afra, Würzburg",Point(9.936739 49.790039),http://www.wikidata.org/entity/Q107760033
"Benediktinerpropstei Johannesberg, Hersfeld",Point(9.6974779 50.83949266),http://www.wikidata.org/entity/Q107760198
Benediktinerkloster Mecklenburg,Point(11.471111 53.837222),http://www.wikidata.org/entity/Q107760127
Benediktinerpropstei Nenkersdorf,Point(12.56372 51.08655),http://www.wikidata.org/entity/Q107760224
"Benediktinerinnenkloster St. Ulrich, Würzburg",Point(9.932679 49.790754),http://www.wikidata.org/entity/Q101102264
Benediktinerkloster Kempten,Point(10.3128 47.7284),http://www.wikidata.org/entity/Q97446140
"Benediktinerinnenkloster Zella, Rhön",Point(10.110222 50.673603),http://www.wikidata.org/entity/Q99748065
"Benediktinerinnenkloster, später Augustinerchorfrauenstift St. Gangolf, Münchenlohra",Point(10.661178 51.421347),http://www.wikidata.org/entity/Q97538183
"Ehemals Benediktinerinnenkloster, 1030 gestiftet, 1803 aufgehoben",Point(11.613701025 48.683150788),http://www.wikidata.org/entity/Q41243905
Ehemaliges Benediktinerinnenkloster St. Anna,Point(10.300542346 47.972781765),http://www.wikidata.org/entity/Q41247738
Ensemble Benediktinerabtei und Klostermarkt Ottobeuren,Point(10.298202 47.94151),http://www.wikidata.org/entity/Q41247635
Benediktinerkloster Banz,Point(11.001053768 50.132465863),http://www.wikidata.org/entity/Q175500
"Benediktinerkloster Niederaltaich, Niederalteich",Point(13.027777777 48.766111111),http://www.wikidata.org/entity/Q458116
Benediktinerkloster Kempten,Point(10.313158305 47.728260336),http://www.wikidata.org/entity/Q543840
Benediktinerabtei Neustadt am Main,Point(9.5703 49.9301),http://www.wikidata.org/entity/Q111843533
"Wilhelmitenkloster, dann Benediktinerpriorat Mengen",Point(9.32865831 48.04766734),http://www.wikidata.org/entity/Q107763081
Benediktinerabtei Neustadt am Main,Point(9.57027778 49.93),http://www.wikidata.org/entity/Q111843533
Benediktinerabtei Münsterschwarzach,Point(10.2317 49.8053),http://www.wikidata.org/entity/Q315154
"Benediktinerabtei St. Michael, Siegburg",Point(7.21092 50.7957),http://www.wikidata.org/entity/Q317097
"Benediktinerabtei St. Eucharius-St. Matthias, Trier",Point(6.631486 49.737975),http://www.wikidata.org/entity/Q666976
Benediktinerkloster Tholey,Point(7.031111111 49.481111111),http://www.wikidata.org/entity/Q817042
"Benediktinerkloster/Kollegiatstift St. Michael, Metten",Point(12.918092039 48.855563818),http://www.wikidata.org/entity/Q882879
Neue Benediktinerabtei Kornelimünster,Point(6.16837 50.7295),http://www.wikidata.org/entity/Q1979450
"Benediktinerinnenabtei St. Walburg, Eichstätt",Point(11.1831 48.8957),http://www.wikidata.org/entity/Q1776124
Benediktinerinnenkloster Rohr,Point(10.5122 50.574),http://www.wikidata.org/entity/Q1728795
"Benediktinerinnenkloster St. Johann in der Klusen (Johanniskluse), Köln",Point(6.95747787 50.928903414),http://www.wikidata.org/entity/Q97097548
Benediktinerinnenkloster Bonn,Point(7.077532 50.718554),http://www.wikidata.org/entity/Q63105534
"Benediktinerkloster Königslutter (zuvor Kanonissenstift, zuvor Kollegiatstift?)",Point(10.815719 52.244719),http://www.wikidata.org/entity/Q97119667
Benediktinerinnenkloster Osnabrück,Point(8.0415 52.2823),http://www.wikidata.org/entity/Q62021598
"Benediktinerkloster St. Pantaleon, Köln",Point(6.948056 50.928611),http://www.wikidata.org/entity/Q97353477
Benediktinerinnenkloster Hönnepel,Point(6.33077 51.75475),http://www.wikidata.org/entity/Q97068784
Benediktinerinnenkloster Trier-Kürenz,Point(6.665498 49.760971),http://www.wikidata.org/entity/Q62036126
Benediktinerkloster Altrip,Point(8.502166666 49.426166666),http://www.wikidata.org/entity/Q78782404
Benediktinerinnenkloster Köln,Point(6.95921 50.90724),http://www.wikidata.org/entity/Q63105538
Schloss und Benediktinerabtei Iburg,Point(8.04181 52.1579),http://www.wikidata.org/entity/Q1546997
Benediktinerkloster Michelfeld (Oberpfalz),Point(11.587037406 49.704094783),http://www.wikidata.org/entity/Q1451601
Benediktinerabtei Neuburg,Point(8.74083 49.4189),http://www.wikidata.org/entity/Q334066
"Benediktinerabtei St. Salvator, Prüm",Point(6.425833333 50.206388888),http://www.wikidata.org/entity/Q334114
"Ehemals Benediktinerkloster, jetzt Franziskanerkloster",Point(11.15723 48.12093),http://www.wikidata.org/entity/Q41238126
Benediktinerpropstei Stockum,Point(8.157 51.491833333),http://www.wikidata.org/entity/Q107760310
"Benediktinerabtei St. Emmeram, Regensburg",Point(12.092777777 49.015277777),http://www.wikidata.org/entity/Q260633
Benediktinerkloster Cismar,Point(10.985833333 54.19),http://www.wikidata.org/entity/Q1775138
Benediktinerkloster Ammensleben bei Magdeburg,Point(11.5197 52.2313),http://www.wikidata.org/entity/Q1774950
Benediktinerabtei Schyrenplatz 1 in Scheyern (D-1-86-151-11#5),Point(11.453241515 48.501717078),http://www.wikidata.org/entity/Q98747146
