monastery,location,wikidata_entry
Zisterzienserinnenabtei Dalheim,Point(6.1701 51.14606),http://www.wikidata.org/entity/Q22694719
Zisterzienserinnenabtei Schweinheim,Point(6.85134 50.60071),http://www.wikidata.org/entity/Q23787047
Zisterzienserinnenkloster Wallersheim (Koblenz),Point(7.609566384 50.382040498),http://www.wikidata.org/entity/Q23787074
Zisterzienserinnenabtei Kirchheim,Point(10.3956597 48.87823118),http://www.wikidata.org/entity/Q23787065
Zisterzienserinnenkloster Blatzheim,Point(6.6573227 50.8445205),http://www.wikidata.org/entity/Q22694718
"Zisterzienserinnenkloster Allerheiligen, Oberwesel",Point(7.702797685 50.114874355),http://www.wikidata.org/entity/Q23541442
Zisterzienserabtei Marienplatz 14 in Fürstenzell (D-2-75-122-5#3),Point(13.319783548 48.521395387),http://www.wikidata.org/entity/Q98699906
Zisterzienserabtei Marienplatz 18; Marktplatz 8 in Fürstenzell (D-2-75-122-5#1),Point(13.319467339 48.521643162),http://www.wikidata.org/entity/Q98699904
"Zisterzienserinnenkloster Löwenbrücken, Trier",Point(6.636153865 49.746263599),http://www.wikidata.org/entity/Q28445610
Zisterzienserinnenkloster Ivenack,Point(12.955833 53.713056),http://www.wikidata.org/entity/Q99024277
Zisterzienserinnenkloster Kürnach,Point(10.042008542 49.846257348),http://www.wikidata.org/entity/Q99022821
Zisterzienserinnenkloster Voremberg,Point(9.449909412 52.071659579),http://www.wikidata.org/entity/Q99023486
Zisterzienserkloster Dargun,Point(12.861682979 53.892235413),http://www.wikidata.org/entity/Q50926742
Einzeldenkmale der Sachgesamtheit Klosterruine Nimbschen: Reste des ehemaligen Zisterzienserinnenklosters (Umfassungsmauern vom Konventbau und Ostflügel) sowie Senkringbrunnen und Reste der Äußeren Klostermauer (siehe auch Sachgesamtheitsdokument,Point(12.742868534 51.214678374),http://www.wikidata.org/entity/Q49568904
Zisterzienserinnenkloster Aschersleben,Point(11.459722222 51.751666666),http://www.wikidata.org/entity/Q48756540
Zisterzienserinnenkloster in der Lehr,Point(7.598889 50.360278),http://www.wikidata.org/entity/Q48756249
Zisterzienserinnenkloster Namedy,Point(7.35719 50.454184),http://www.wikidata.org/entity/Q48756247
"Sachgesamtheit Klosterruine Nimbschen, mit folgenden Einzeldenkmalen: Reste des ehemaligen Zisterzienserinnenklosters (Umfassungsmauern vom Konventbau und Ostflügel) sowie Senkringbrunnen und Reste der Äußeren Klostermauer (siehe Einzeldenkmaldoku",Point(12.742868534 51.214678374),http://www.wikidata.org/entity/Q49568907
Zisterzienserinnenkloster Mariental,Point(9.02503 49.07242),http://www.wikidata.org/entity/Q48756187
Zisterzienserinnenkloster Bürvenich,Point(6.594576 50.654964),http://www.wikidata.org/entity/Q45147081
Zisterzienserinnenkloster Naundorf,Point(11.413611 51.415833),http://www.wikidata.org/entity/Q47496697
Zisterzienserinnenkloster Kelbra,Point(11.04021 51.43693),http://www.wikidata.org/entity/Q31840591
Zisterzienserinnenkloster Frankenhausen,Point(12.39521 50.841777),http://www.wikidata.org/entity/Q31842641
Zisterzienserinnenkloster Paradies (Mauchenheim),Point(8.044864 49.716875),http://www.wikidata.org/entity/Q30181012
Zisterzienserinnenkloster Aftholderbach,Point(7.860419444 50.211502777),http://www.wikidata.org/entity/Q30142532
Ehemaliger Meiereihof des Zisterzienserklosters Raitenhaslach,Point(12.80359 48.15459),http://www.wikidata.org/entity/Q41279059
Ehemaliges Stadthaus des Zisterzienserklosters Raitenhaslach,Point(12.832283913 48.158324442),http://www.wikidata.org/entity/Q41278877
Zisterzienserkloster Althof,Point(11.930213627 54.08806483),http://www.wikidata.org/entity/Q78781985
Zisterzienserpriorat Kamperhof,Point(6.69526 51.19756),http://www.wikidata.org/entity/Q97097591
"Zisterzienserinnenkloster Mariengarten, Köln",Point(6.95362803 50.940971327),http://www.wikidata.org/entity/Q97097589
Zisterzienserinnenkloster Reetz (Recz),Point(15.535418 53.257036),http://www.wikidata.org/entity/Q107759429
"Zisterzienserinnenkloster St. Anna, Trier",Point(6.639223 49.758834),http://www.wikidata.org/entity/Q107759435
"Zisterzienserinnenkloster, später Augustinerchorfrauenstift St. Agnes, Mainz",Point(8.268933 49.99763),http://www.wikidata.org/entity/Q107758325
Zisterzienserinnenkloster Schönebeck (Klasztorne),Point(14.619231 52.94324),http://www.wikidata.org/entity/Q107759432
Zisterzienserinnenkloster Meyendorf,Point(11.331873398 52.088864194),http://www.wikidata.org/entity/Q107759426
Zisterzienserinnenkloster Witzenhausen,Point(9.859433082 51.34265822),http://www.wikidata.org/entity/Q107759439
Zisterzienserinnenkloster Sitzenroda bei Torgau,Point(12.970427789 51.44488596),http://www.wikidata.org/entity/Q107759434
Zisterzienserinnenkloster Ophoven,Point(6.10162 51.10793),http://www.wikidata.org/entity/Q107759427
Zisterzienserkloster Georgenzell,Point(10.266809388 50.718199126),http://www.wikidata.org/entity/Q107759441
Zisterzienserkloster Volkmarskeller (bei Blankenburg),Point(10.918483985 51.804264597),http://www.wikidata.org/entity/Q107759443
"Zisterzienserinnenkloster Marienkammer, Glaucha",Point(11.964423982 51.478456414),http://www.wikidata.org/entity/Q107759425
Zisterzienserinnenkloster Rodersdorf,Point(11.217833333 51.874),http://www.wikidata.org/entity/Q107759431
Zisterzienserinnenkloster Klosterhäseler,Point(11.611018079 51.162522457),http://www.wikidata.org/entity/Q107759424
Zisterzienserinnenkloster Boitzenburg,Point(13.620278 53.265833),http://www.wikidata.org/entity/Q99746502
Zisterzienserkloster Himmerod (bei Großlittgen),Point(6.75672 50.0279),http://www.wikidata.org/entity/Q314998
"Zisterzienserkloster Mariawald, Heimbach",Point(6.480833333 50.62),http://www.wikidata.org/entity/Q334026
"Zisterzienserinnenkloster St. Marien zu Helfta (bei Eisleben), später Neuenhelfta",Point(11.5795 51.5085),http://www.wikidata.org/entity/Q1420128
Zisterzienserinnenkloster Heyda,Point(10.935666666 50.734333333),http://www.wikidata.org/entity/Q107763141
Zisterzienserabtei Guldholm,Point(9.556009 54.573066),http://www.wikidata.org/entity/Q107763082
Zisterzienserinnenkloster Hohenlohe,Point(12.221437046 51.218947122),http://www.wikidata.org/entity/Q107763147
"Zisterzienserinnenkloster Frauenthal (Marienthal), Erftstadt",Point(6.809106 50.808169),http://www.wikidata.org/entity/Q107763114
Zisterzienserinnenkloster Haag (bei Büdingen),Point(8.993509644 50.26686491),http://www.wikidata.org/entity/Q107763129
"Zisterzienserinnenkloster Heilig Kreuz, Meißen",Point(13.458846624 51.174878717),http://www.wikidata.org/entity/Q107763133
Zisterzienserinnenklause Birgel (Remagen),Point(7.234666666 50.574),http://www.wikidata.org/entity/Q107763085
Zisterzienserinnenkloster Dörschnitz,Point(13.310862997 51.227242016),http://www.wikidata.org/entity/Q107763101
Zisterzienserkloster Klosterplatz 1; Klosterplatz 2 in Aldersbach (D-2-75-114-1#7),Point(13.085525493 48.588842006),http://www.wikidata.org/entity/Q98700028
Zisterzienserkloster Klosterplatz 5 in Aldersbach (D-2-75-114-1#1),Point(13.08581044 48.588329344),http://www.wikidata.org/entity/Q98699795
Zisterzienserkloster,Point(10.272351053 50.238985616),http://www.wikidata.org/entity/Q98494200
Zisterzienserkloster Walderbach,Point(12.378276993 49.184152141),http://www.wikidata.org/entity/Q1776252
Zisterzienserkloster Belgern,Point(13.129099756 51.48299607),http://www.wikidata.org/entity/Q99018980
Zisterzienserinnenkloster Lübeck (Johanniskloster),Point(10.6925 53.8667),http://www.wikidata.org/entity/Q2316268
Zisterzienserkloster Heilsbronn,Point(10.791944444 49.337777777),http://www.wikidata.org/entity/Q882327
"Zisterzienserabtei Mariensee, später Chorin",Point(13.8836 52.8928),http://www.wikidata.org/entity/Q314084
Zisterzienserkloster Waldsassen,Point(12.309321121 50.004105821),http://www.wikidata.org/entity/Q531466
Zisterzienserinnenkloster Itzehoe,Point(9.518625897 53.92361386),http://www.wikidata.org/entity/Q1775395
"Zisterzienserinnenkloster Marienschloss, Rockenberg",Point(8.731344444 50.432613888),http://www.wikidata.org/entity/Q27525477
Zisterzienserinnenkloster Oberschönenfeld,Point(10.726773996 48.312213547),http://www.wikidata.org/entity/Q1446656
Zisterzienserinnenkloster Uetersen,Point(9.65709 53.6815),http://www.wikidata.org/entity/Q1561511
Zisterzienserinnenkloster Dietenborn,Point(10.674813 51.359119),http://www.wikidata.org/entity/Q28977881
Zisterzienserinnenkloster Reinbek,Point(10.2534 53.5073),http://www.wikidata.org/entity/Q1775847
Klostermauer Zisterzienserinnenabtei Seligenporten,Point(11.307582645 49.264876709),http://www.wikidata.org/entity/Q98682485
